"","eventID","occurrenceID","recordedBy","measurementType","measurementValue","measurementUnit"
"534","Site2_1929-12-01","Site2_1929-12-01_A123","Edgar Anderson","largura petala",2.8,"cm"
"535","Site2_1929-12-01","Site2_1929-12-01_A123","Edgar Anderson","tamanho sepala",6.7,"cm"
"536","Site2_1929-12-01","Site2_1929-12-01_A123","Edgar Anderson","largura sepala",2,"cm"
"537","Site1_1929-12-01","Site1_1929-12-01_A132","Edgar Anderson","tamanho petala",7.9,"cm"
"538","Site1_1929-12-01","Site1_1929-12-01_A132","Edgar Anderson","largura petala",3.8,"cm"
"539","Site1_1929-12-01","Site1_1929-12-01_A132","Edgar Anderson","tamanho sepala",6.4,"cm"
"540","Site1_1929-12-01","Site1_1929-12-01_A132","Edgar Anderson","largura sepala",2,"cm"
"541","Site3_1929-12-01","Site3_1929-12-01_A130","Edgar Anderson","tamanho petala",7.2,"cm"
"542","Site3_1929-12-01","Site3_1929-12-01_A130","Edgar Anderson","largura petala",3,"cm"
"543","Site3_1929-12-01","Site3_1929-12-01_A130","Edgar Anderson","tamanho sepala",5.8,"cm"
"544","Site3_1929-12-01","Site3_1929-12-01_A130","Edgar Anderson","largura sepala",1.6,"cm"
"545","Site2_1930-02-13","Site2_1930-02-13_A128","Edgar Anderson","tamanho petala",6.1,"cm"
"546","Site2_1930-02-13","Site2_1930-02-13_A128","Edgar Anderson","largura petala",3,"cm"
"547","Site2_1930-02-13","Site2_1930-02-13_A128","Edgar Anderson","tamanho sepala",4.9,"cm"
"548","Site2_1930-02-13","Site2_1930-02-13_A128","Edgar Anderson","largura sepala",1.8,"cm"
"549","Site3_1929-12-01","Site3_1929-12-01_A133","Edgar Anderson","tamanho petala",6.4,"cm"
"550","Site3_1929-12-01","Site3_1929-12-01_A133","Edgar Anderson","largura petala",2.8,"cm"
"551","Site3_1929-12-01","Site3_1929-12-01_A133","Edgar Anderson","tamanho sepala",5.6,"cm"
"552","Site3_1929-12-01","Site3_1929-12-01_A133","Edgar Anderson","largura sepala",2.2,"cm"
"553","Site3_1929-12-01","Site3_1929-12-01_A112","Edgar Anderson","tamanho petala",6.4,"cm"
"554","Site3_1929-12-01","Site3_1929-12-01_A112","Edgar Anderson","largura petala",2.7,"cm"
"555","Site3_1929-12-01","Site3_1929-12-01_A112","Edgar Anderson","tamanho sepala",5.3,"cm"
"556","Site3_1929-12-01","Site3_1929-12-01_A112","Edgar Anderson","largura sepala",1.9,"cm"
"557","Site1_1929-12-01","Site1_1929-12-01_A114","Edgar Anderson","tamanho petala",5,"cm"
"558","Site1_1929-12-01","Site1_1929-12-01_A114","Edgar Anderson","largura petala",2,"cm"
"559","Site1_1929-12-01","Site1_1929-12-01_A114","Edgar Anderson","tamanho sepala",5.7,"cm"
"560","Site1_1929-12-01","Site1_1929-12-01_A114","Edgar Anderson","largura sepala",2.5,"cm"
"561","Site1_1929-12-01","Site1_1929-12-01_A135","Edgar Anderson","tamanho petala",5.6,"cm"
"562","Site1_1929-12-01","Site1_1929-12-01_A135","Edgar Anderson","largura petala",1.4,"cm"
"563","Site1_1929-12-01","Site1_1929-12-01_A135","Edgar Anderson","tamanho sepala",6.1,"cm"
"564","Site1_1929-12-01","Site1_1929-12-01_A135","Edgar Anderson","largura sepala",2.6,"cm"
"565","Site1_1929-12-01","Site1_1929-12-01_A144","Edgar Anderson","tamanho petala",5.9,"cm"
"566","Site1_1929-12-01","Site1_1929-12-01_A144","Edgar Anderson","largura petala",2.3,"cm"
"567","Site1_1929-12-01","Site1_1929-12-01_A144","Edgar Anderson","tamanho sepala",6.8,"cm"
"568","Site1_1929-12-01","Site1_1929-12-01_A144","Edgar Anderson","largura sepala",3.2,"cm"
"569","Site2_1930-02-13","Site2_1930-02-13_A107","Edgar Anderson","tamanho petala",4.5,"cm"
"570","Site2_1930-02-13","Site2_1930-02-13_A107","Edgar Anderson","largura petala",1.7,"cm"
"571","Site2_1930-02-13","Site2_1930-02-13_A107","Edgar Anderson","tamanho sepala",4.9,"cm"
"572","Site2_1930-02-13","Site2_1930-02-13_A107","Edgar Anderson","largura sepala",2.5,"cm"
"573","Site2_1930-02-13","Site2_1930-02-13_A110","Edgar Anderson","tamanho petala",6.1,"cm"
"574","Site2_1930-02-13","Site2_1930-02-13_A110","Edgar Anderson","largura petala",2.5,"cm"
"575","Site2_1930-02-13","Site2_1930-02-13_A110","Edgar Anderson","tamanho sepala",7.2,"cm"
"576","Site2_1930-02-13","Site2_1930-02-13_A110","Edgar Anderson","largura sepala",3.6,"cm"
"577","Site2_1930-02-13","Site2_1930-02-13_A125","Edgar Anderson","tamanho petala",5.7,"cm"
"578","Site2_1930-02-13","Site2_1930-02-13_A125","Edgar Anderson","largura petala",2.1,"cm"
"579","Site2_1930-02-13","Site2_1930-02-13_A125","Edgar Anderson","tamanho sepala",6.7,"cm"
"580","Site2_1930-02-13","Site2_1930-02-13_A125","Edgar Anderson","largura sepala",3.3,"cm"
"581","Site2_1930-02-13","Site2_1930-02-13_A143","Edgar Anderson","tamanho petala",5.1,"cm"
"582","Site2_1930-02-13","Site2_1930-02-13_A143","Edgar Anderson","largura petala",1.9,"cm"
"583","Site2_1930-02-13","Site2_1930-02-13_A143","Edgar Anderson","tamanho sepala",5.8,"cm"
"584","Site2_1930-02-13","Site2_1930-02-13_A143","Edgar Anderson","largura sepala",2.7,"cm"
"585","Site2_1930-02-13","Site2_1930-02-13_A146","Edgar Anderson","tamanho petala",5.2,"cm"
"586","Site2_1930-02-13","Site2_1930-02-13_A146","Edgar Anderson","largura petala",2.3,"cm"
"587","Site2_1930-02-13","Site2_1930-02-13_A146","Edgar Anderson","tamanho sepala",6.7,"cm"
"588","Site2_1930-02-13","Site2_1930-02-13_A146","Edgar Anderson","largura sepala",3,"cm"
"589","Site3_1929-12-01","Site3_1929-12-01_A106","Edgar Anderson","tamanho petala",6.6,"cm"
"590","Site3_1929-12-01","Site3_1929-12-01_A106","Edgar Anderson","largura petala",2.1,"cm"
"591","Site3_1929-12-01","Site3_1929-12-01_A106","Edgar Anderson","tamanho sepala",7.6,"cm"
"592","Site3_1929-12-01","Site3_1929-12-01_A106","Edgar Anderson","largura sepala",3,"cm"
"593","Site1_1929-12-01","Site1_1929-12-01_A117","Edgar Anderson","tamanho petala",5.5,"cm"
"594","Site1_1929-12-01","Site1_1929-12-01_A117","Edgar Anderson","largura petala",1.8,"cm"
"595","Site1_1929-12-01","Site1_1929-12-01_A117","Edgar Anderson","tamanho sepala",6.5,"cm"
"596","Site1_1929-12-01","Site1_1929-12-01_A117","Edgar Anderson","largura sepala",3,"cm"
"597","Site3_1929-12-01","Site3_1929-12-01_A145","Edgar Anderson","tamanho petala",5.7,"cm"
"598","Site3_1929-12-01","Site3_1929-12-01_A145","Edgar Anderson","largura petala",2.5,"cm"
"599","Site3_1929-12-01","Site3_1929-12-01_A145","Edgar Anderson","tamanho sepala",6.7,"cm"
"600","Site3_1929-12-01","Site3_1929-12-01_A145","Edgar Anderson","largura sepala",3.3,"cm"
